Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q2/SimpleNet/SimpNet_V1/Benchmarks Results with Models/MNIST/Normal Arch_NoDrpOut_99.75/normal solver 99.75/create_mean_normalized_lmdb.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2023/Q2/AliceMind/PALM/prepro/data_builder.py: unindent does not match any outer indentation level (<unknown>, line 66)
Skipped LLM_code/arxiv_dataset/2023/Q2/structured-kernel-cvpr23/utils/grid_search.py: expected ':' (<unknown>, line 37)
Skipped LLM_code/arxiv_dataset/2023/Q2/CFIN/model/common.py: 'utf-8' codec can't decode byte 0xa3 in position 8975: invalid start byte
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/__init__.py: invalid syntax (<unknown>, line 19)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/configuration_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_fast_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/to_replace_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2023/Q2/CrossSum/seq2seq/transformers/templates/adding_a_new_example_script/{{cookiecutter.directory_name}}/run_{{cookiecutter.example_shortcut}}.py: invalid syntax (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2023/Q2/arxiv2022-context-injection-stance/src/analysis/dump_attention.py: unterminated string literal (detected at line 53) (<unknown>, line 53)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/legacy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/training/networks.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/metrics/metric_main.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/metrics/frechet_inception_distance.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/metrics/kernel_inception_distance.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/metrics/inception_score.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/MoStGAN-V/src/metrics/metric_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/eel-reranking/old_exploration/translation_oldcode/closer_mt_train.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 154)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/legacy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/torch_utils/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/torch_utils/persistence.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/torch_utils/misc.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/torch_utils/ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/training/dataset.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/training/loss.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/training/augment.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/training/networks.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/training/training_loop.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/poi-forensics/app_code/pythonlib/fevolve/backbone/EfficientNets.py: invalid character '、' (U+3001) (<unknown>, line 370)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/metric_main.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/frechet_inception_distance.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/kernel_inception_distance.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/inception_score.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/perceptual_path_length.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/metric_utils.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/precision_recall.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/AdaptiveMix/generation/metrics/prdc.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/VBSComparison/Results/POWHEG/powhegtodat.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/VBSComparison/SCAN/Contributions_template.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/VBSComparison/parton-shower/MG5_aMC/envelope.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)
Skipped LLM_code/arxiv_dataset/2023/Q2/RotationCorrection/Codes/tensorDLT_local.py: 'utf-8' codec can't decode bytes in position 5989-5990: invalid continuation byte
Skipped LLM_code/arxiv_dataset/2023/Q2/pc-corrector/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2023/Q2/SALIENT_plusplus/fast_sampler/parallel-hashmap/benchmark/bench.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 77)
Skipped LLM_code/arxiv_dataset/2023/Q2/ssformers/dataloader/pretrain_datasets.py: invalid syntax (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2023/Q2/DiMS/examples/adaptive_span/truncated_bptt_lm_task.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/DiMS/scripts/average_top_5s.py: expected ':' (<unknown>, line 6)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/__init__.py: invalid syntax (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/configuration_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_fast_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/tokenization_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/test_modeling_tf_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/to_replace_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_model/cookiecutter-template-{{cookiecutter.modelname}}/modeling_flax_{{cookiecutter.lowercase_modelname}}.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2023/Q2/DSEE/non-GPT-2/templates/adding_a_new_example_script/{{cookiecutter.directory_name}}/run_{{cookiecutter.example_shortcut}}.py: invalid syntax (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2023/Q2/HSSDA/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2023/Q2/full_body_anonymization/torch_utils/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/full_body_anonymization/torch_utils/persistence.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/full_body_anonymization/torch_utils/misc.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/full_body_anonymization/torch_utils/ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/full_body_anonymization/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/full_body_anonymization/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/legacy.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/torch_utils/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/torch_utils/persistence.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/torch_utils/misc.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/torch_utils/ops/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/RocketQA/research/RocketQAv2_EMNLP2021/model/src/model/ernie.py: invalid syntax (<unknown>, line 193)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/dnnlib/util.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/networks/networks_pos_enc_learnable_param.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/networks/networks_vanilla.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/GMNR/gmnr/models/networks/networks_vanilla_depth2alpha.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/SEE-MTDA/detector/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2023/Q2/SQN/tf_ops/grouping/tf_grouping_op_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2023/Q2/SQN/tf_ops/3d_interpolation/visu_interpolation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 26)
Skipped LLM_code/arxiv_dataset/2023/Q2/tbv_slam_public/coral_alignment_quality/python/parameters.py: invalid syntax (<unknown>, line 5)
Skipped LLM_code/arxiv_dataset/2023/Q2/tbv_slam_public/coral_alignment_quality/script/oxford/eval.py: expected ':' (<unknown>, line 23)
Skipped LLM_code/arxiv_dataset/2023/Q2/sqrl/time_series_imputation/models/BRITS/main.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2023/Q2/sqrl/object_detection/tests/test_roi_sampling.py: unindent does not match any outer indentation level (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2023/Q2/CIRS-codes/tianshou/test/throughput/env.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2023/Q2/elderly_ser/finetune.py: invalid syntax (<unknown>, line 18)
Skipped LLM_code/arxiv_dataset/2023/Q2/CVLMN/coco-caption/pycocotools/coco.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 71)
Skipped LLM_code/arxiv_dataset/2023/Q2/CVLMN/coco-caption/pycocoevalcap/eval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 30)
Skipped LLM_code/arxiv_dataset/2023/Q2/CVLMN/coco-caption/pycocoevalcap/bleu/bleu_scorer.py: Function parameters cannot be parenthesized (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2023/Q2/Daejeon520/template.py: expected ':' (<unknown>, line 62)
Skipped LLM_code/arxiv_dataset/2023/Q2/HS-OMRL/train_single_offline.py: cannot assign to attribute here. Maybe you meant '==' instead of '='? (<unknown>, line 51)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/transform_ext_both.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 208)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/run_registrations.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 54)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/transform_ext_by_scan.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 269)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/extract_dict_from_colmap.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 49)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/run_registrations_by_scans.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 84)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/extract_dict_from_colmap_by_scans.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 46)
Skipped LLM_code/arxiv_dataset/2023/Q2/EgoCOL/colmap/transform_ext.py: invalid syntax. Perhaps you forgot a comma? (<unknown>, line 324)
Skipped LLM_code/arxiv_dataset/2023/Q2/DAMOV/simulator/pin/source/tools/Utils/installer.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 87)
Skipped LLM_code/arxiv_dataset/2023/Q2/DAMOV/simulator/pin/source/tools/Utils/testReleaseVersionPython.py: invalid syntax (<unknown>, line 6)
Skipped LLM_code/arxiv_dataset/2023/Q2/DAMOV/simulator/pin/source/tools/Utils/compare.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 72)
Skipped LLM_code/arxiv_dataset/2023/Q2/DAMOV/simulator/pin/source/tools/Utils/andshell.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 81)
Skipped LLM_code/arxiv_dataset/2023/Q2/DAMOV/simulator/pin/source/tools/Utils/micshell.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2023/Q2/DAMOV/simulator/pin/source/tools/Utils/and-launch.py: multiple exception types must be parenthesized (<unknown>, line 59)
